date,ew_price,idxx_price,moh_price,mrna_price,unh_price,amgn_price,bmy_price,zbh_price,rmd_price,ste_price,iqv_price,vrtx_price,dva_price,syk_price,bdx_price,hsic_price,jnj_price,lh_price,vtrs_price,rvty_price,coo_price,cvs_price,regn_price,dgx_price,hca_price,wat_price,bax_price,mck_price,holx_price,wst_price,cah_price,dxcm_price,ci_price,uhs_price,mdt_price,abt_price,biib_price,tmo_price,pfe_price,lly_price,bsx_price,algn_price,zts_price,isrg_price,mtd_price,gehc_price,incy_price,mrk_price,a_price,abbv_price,solv_price,cnc_price,cor_price,dhr_price,crl_price,hum_price,elv_price,podd_price,gild_price,tech_price,xlv_calculated_price
2026-01-02,85.33,669.99,178.46,30.86,336.40,327.64,53.46,90.02,244.81,250.04,225.37,452.13,114.51,348.18,194.94,76.82,207.35,251.66,12.46,98.15,81.11,80.13,776.31,173.79,470.39,381.96,19.50,823.44,74.56,276.40,205.72,66.54,279.12,219.88,96.05,124.19,177.82,592.51,25.18,1080.36,94.71,156.03,125.92,561.98,1411.39,82.82,101.42,106.45,137.95,229.31,79.02,41.78,338.87,230.40,202.42,264.48,354.25,282.92,121.60,59.65,155.07
2026-01-06,85.85,706.83,184.73,35.66,348.97,330.17,54.42,94.75,249.19,260.03,240.53,468.38,114.72,366.39,205.36,78.55,204.79,260.40,12.40,105.05,84.32,80.70,776.54,180.46,483.60,400.54,20.55,826.51,74.91,280.83,208.48,69.89,284.76,221.74,100.31,127.78,182.61,620.72,25.43,1064.04,97.79,167.66,129.35,592.85,1485.15,86.73,106.66,108.87,147.60,223.93,83.16,45.74,346.17,236.59,216.11,279.84,371.37,294.35,121.36,65.28,157.62
2026-01-07,84.83,714.55,176.38,35.89,341.70,341.64,56.72,92.67,248.21,259.20,244.29,484.15,111.01,367.75,202.71,78.14,207.49,253.73,12.46,102.99,83.90,79.79,812.27,178.14,470.65,399.41,20.40,823.95,74.96,278.44,207.19,70.10,279.12,208.39,99.77,127.04,186.91,617.15,25.28,1108.09,98.65,166.81,125.67,592.27,1470.87,85.76,110.57,108.60,147.81,233.42,84.24,45.77,340.41,235.57,216.77,275.06,366.69,299.17,124.35,65.05,159.22
2026-01-08,84.58,712.39,183.50,33.86,346.85,330.11,55.90,94.08,250.92,260.68,243.19,469.68,112.59,367.21,205.18,79.00,205.75,254.67,12.60,101.71,83.13,80.60,801.01,177.74,479.02,396.65,20.69,814.63,74.88,275.23,202.49,68.43,283.91,211.14,98.69,126.18,186.00,606.50,25.29,1085.19,98.38,170.58,126.85,585.08,1465.20,88.16,105.92,110.99,145.76,224.13,85.77,46.92,335.74,235.00,215.51,277.57,374.77,292.89,120.67,64.58,157.77
2026-01-09,85.13,713.35,181.50,34.30,343.98,326.10,55.86,92.85,252.47,256.82,242.41,463.86,111.45,367.54,202.75,77.64,204.39,251.81,12.76,104.43,83.45,80.30,796.55,174.44,472.07,396.75,21.07,816.06,74.87,275.52,201.11,67.40,278.95,207.03,97.53,125.92,187.62,618.86,25.48,1063.56,97.64,172.79,127.17,586.24,1485.12,87.28,106.87,110.53,148.52,220.08,86.14,46.61,335.69,238.37,220.91,276.85,372.83,289.04,121.10,65.70,156.86
2026-01-12,83.01,724.76,181.82,33.84,340.51,325.54,55.77,91.45,257.84,260.77,240.86,460.59,110.10,361.37,202.74,76.13,209.72,250.39,12.68,103.89,83.23,80.36,768.00,175.94,474.32,393.68,20.15,825.62,74.86,272.91,202.52,70.98,276.02,205.96,96.95,124.64,185.63,615.45,25.27,1081.00,95.72,172.00,125.32,572.75,1491.99,86.90,106.33,109.19,147.99,220.04,85.69,46.39,342.16,239.00,218.82,276.59,374.97,278.55,122.60,66.56,156.97
2026-01-13,83.84,714.04,180.93,39.60,333.93,324.30,55.92,88.34,254.67,259.87,241.57,454.67,104.47,355.82,201.52,75.82,213.65,253.98,13.37,110.14,81.70,80.68,758.91,179.96,479.32,394.03,19.65,823.98,74.87,271.83,208.26,70.25,271.81,201.81,96.42,124.30,178.30,607.08,25.15,1077.19,94.14,170.20,124.62,561.82,1484.78,84.77,103.43,108.26,146.32,220.75,80.03,45.76,345.88,235.56,218.99,273.96,370.68,278.17,121.76,66.36,156.34
2026-01-14,83.10,710.48,188.88,40.58,334.96,328.97,57.02,89.24,259.51,264.25,241.35,449.53,103.87,359.39,207.42,76.26,218.55,262.00,13.15,111.52,81.69,79.33,754.14,186.77,478.84,393.20,19.84,834.16,75.16,274.98,213.56,69.70,271.00,199.22,98.74,125.00,169.31,621.83,25.58,1073.29,93.74,169.23,125.84,546.76,1485.56,85.30,105.95,111.01,145.92,221.89,80.05,46.17,349.93,237.95,216.39,274.14,372.84,282.89,124.07,68.40,157.44
2026-01-15,84.49,712.12,193.74,39.36,338.96,330.03,56.62,88.75,260.70,268.26,241.28,438.92,105.84,362.49,208.35,78.08,219.57,268.89,12.84,115.33,82.31,81.36,741.92,190.26,483.80,394.59,20.37,844.13,75.02,279.41,213.46,69.24,277.94,204.19,99.00,123.53,168.57,624.65,25.89,1032.97,90.03,171.47,125.28,541.34,1496.61,82.51,105.24,110.97,144.83,216.75,80.44,47.27,355.35,239.89,223.47,283.95,381.93,286.49,121.26,69.96,156.52
2026-01-16,84.35,715.37,191.40,41.83,331.02,330.41,55.26,87.31,257.58,268.65,237.68,441.36,104.74,363.78,207.11,79.98,218.66,270.87,12.86,112.50,82.37,78.60,733.04,189.49,469.29,387.37,20.11,840.46,74.98,259.79,212.45,69.54,272.21,199.88,96.76,121.76,164.42,618.72,25.65,1038.40,88.07,171.49,124.65,535.00,1460.63,81.75,106.21,108.83,139.64,214.35,79.48,45.75,354.85,235.99,219.70,273.28,374.87,287.70,124.91,68.67,156.09
2026-01-20,83.46,686.02,191.27,43.00,338.43,331.00,54.22,86.80,253.19,257.99,233.69,442.08,103.93,359.61,203.39,77.73,218.21,271.31,12.66,111.89,80.61,80.09,733.78,188.95,464.38,383.86,19.38,821.84,75.11,250.50,210.37,70.73,271.24,199.87,98.60,121.14,165.38,619.01,25.52,1041.29,91.20,165.55,123.24,527.44,1403.58,78.83,102.62,109.45,135.83,214.04,78.96,45.76,350.67,234.33,218.19,268.00,367.06,284.25,124.14,69.57,154.89
2026-01-21,85.14,696.46,194.60,49.81,347.75,343.60,54.50,86.55,259.28,261.18,241.40,461.14,106.30,362.94,206.18,78.94,218.01,269.14,13.05,116.53,82.54,81.49,749.33,184.65,465.44,396.71,19.71,823.25,75.14,255.16,208.47,72.11,274.91,203.68,100.29,120.73,172.62,636.30,25.89,1078.52,91.71,169.95,125.08,523.69,1442.93,81.10,104.67,111.11,139.77,216.15,80.37,45.26,351.75,242.05,226.77,270.67,369.88,284.96,129.11,71.38,157.88
2026-01-22,84.44,691.05,198.75,51.87,354.47,347.07,54.94,87.54,255.35,260.90,239.05,467.35,109.17,358.67,206.04,78.47,218.49,269.97,13.24,117.75,82.80,82.68,755.51,182.16,466.34,400.42,20.07,817.05,75.11,247.78,206.89,73.92,280.39,205.71,101.34,108.61,173.80,639.45,26.10,1087.38,91.29,168.92,124.40,525.81,1438.11,81.89,105.06,109.18,138.63,218.11,80.26,45.42,352.47,240.08,224.03,266.29,372.24,280.00,131.14,69.65,157.94
2026-01-23,83.66,693.85,201.89,48.71,356.26,344.75,54.65,86.60,252.38,259.52,235.31,468.41,108.12,355.04,201.79,77.21,220.14,266.66,13.21,116.73,81.29,83.01,753.55,181.02,470.88,392.31,19.84,820.23,75.05,236.66,208.33,72.86,279.20,205.09,100.88,107.42,171.59,625.98,25.65,1064.29,92.51,168.73,124.05,523.99,1406.36,79.77,101.99,108.18,135.05,219.26,78.91,46.09,353.48,235.01,219.61,266.50,371.06,271.60,135.93,68.16,157.05
2026-01-26,84.27,697.82,201.05,47.99,351.64,349.69,54.60,87.32,255.47,263.13,239.43,476.84,107.51,356.98,203.42,77.59,221.49,267.38,13.17,114.70,80.90,83.87,762.65,182.53,472.38,390.90,19.65,826.62,75.19,241.40,210.93,73.34,280.41,206.10,100.67,108.77,173.12,626.62,25.88,1062.75,93.55,167.65,123.92,528.81,1425.67,80.27,102.58,107.40,135.65,220.77,79.01,46.28,355.51,236.71,222.35,263.63,376.93,271.31,137.78,67.63,157.69
2026-01-27,83.60,694.75,184.12,45.45,282.70,351.32,55.56,85.99,255.50,263.07,241.04,474.17,105.61,354.57,203.40,76.87,224.44,271.12,13.12,114.61,80.70,72.00,771.25,184.24,505.84,390.09,19.57,834.18,75.20,240.53,214.04,73.67,270.09,202.64,100.69,108.27,174.12,623.91,26.50,1039.51,93.61,167.04,124.96,525.04,1425.18,80.32,103.47,107.92,135.95,223.93,77.61,41.53,356.14,235.75,219.53,207.93,322.92,264.91,140.97,68.23,155.17
2026-01-28,81.86,687.74,187.00,45.30,294.02,342.22,54.62,85.71,257.72,260.86,239.76,477.91,105.88,357.83,201.92,75.08,227.72,268.04,12.97,111.13,80.48,74.03,751.13,182.74,491.23,385.03,19.61,826.62,75.10,235.89,210.39,73.36,272.38,203.02,100.79,106.05,174.83,608.02,25.86,1023.80,93.79,164.92,121.93,522.04,1401.64,79.26,101.18,106.90,133.87,218.67,76.60,41.90,350.54,224.54,216.88,194.01,341.85,258.20,139.72,65.56,153.97
2026-01-29,81.49,676.71,184.93,46.86,292.29,342.94,54.28,86.02,257.61,261.64,235.62,475.68,107.24,354.30,201.09,74.34,227.29,269.81,13.07,108.49,80.37,74.44,749.44,182.35,482.53,375.18,19.73,822.30,74.98,232.65,211.23,74.00,271.27,200.13,101.00,106.09,176.18,592.16,26.10,1024.14,92.33,164.12,121.72,507.55,1392.80,78.78,101.08,108.34,133.27,220.43,76.52,43.60,352.10,219.62,211.68,196.67,346.98,255.10,139.55,63.98,153.54
2026-01-30,81.36,670.46,179.59,44.07,286.93,341.88,55.05,87.07,258.31,262.60,230.15,469.90,109.34,369.56,203.48,75.48,227.25,271.52,13.09,108.80,81.38,74.52,741.45,187.03,488.27,370.72,20.07,831.21,74.93,231.12,214.88,73.04,274.11,201.26,102.96,109.30,179.89,578.61,26.44,1037.15,93.53,163.03,124.82,504.22,1373.24,78.97,100.07,110.27,133.85,223.01,76.97,43.32,359.22,218.89,210.48,195.20,345.74,255.81,141.95,64.09,154.42
2026-02-02,82.65,639.60,181.18,42.55,285.59,344.68,55.89,86.22,254.74,264.24,231.23,472.01,111.19,368.14,201.91,75.31,230.75,270.29,13.68,107.09,80.65,75.42,755.02,185.00,496.85,379.31,19.87,846.51,74.74,237.50,218.93,72.53,271.54,201.86,102.71,109.41,179.09,581.77,26.66,1044.13,91.87,163.63,124.94,496.73,1385.61,80.11,102.67,113.37,135.39,225.64,76.91,42.80,363.56,223.42,213.22,187.20,341.83,256.62,142.89,65.25,155.36
2026-02-03,82.10,632.56,181.40,42.20,284.18,338.59,55.99,86.18,251.41,261.67,203.77,465.61,134.73,360.82,206.50,73.14,233.10,272.20,13.68,101.13,79.33,76.83,759.18,185.17,499.21,378.95,19.91,851.12,74.63,230.95,218.00,71.63,275.39,206.98,103.18,109.02,176.76,570.09,25.77,1003.46,91.62,157.05,122.41,478.88,1369.90,78.78,100.92,115.84,132.14,225.66,75.75,42.51,361.75,216.60,201.41,193.02,338.65,251.22,143.28,64.63,153.80
2026-02-04,79.77,642.94,178.04,42.77,275.92,366.20,57.62,88.09,263.03,264.27,202.54,470.52,142.06,360.66,207.87,75.26,234.47,276.16,14.36,103.83,80.92,75.24,775.06,189.23,493.64,384.33,21.03,822.00,74.59,237.05,206.85,70.82,271.71,206.46,101.84,108.20,185.45,565.22,26.78,1107.12,75.50,161.30,126.70,478.49,1389.73,82.63,102.60,118.33,132.98,217.11,76.49,40.96,329.97,219.53,201.62,192.07,340.60,251.24,146.23,68.67,155.69
2026-02-05,78.10,643.59,176.84,40.87,268.55,367.80,59.52,88.73,267.05,243.81,180.96,458.81,149.22,362.42,206.51,77.00,237.79,278.23,14.34,99.52,80.10,76.33,766.63,192.30,513.76,376.89,21.77,957.80,74.70,231.62,227.18,69.89,284.53,216.47,102.95,109.08,185.36,542.36,26.49,1020.84,77.64,175.62,126.73,476.32,1382.85,82.31,102.76,119.75,129.64,219.02,76.98,39.92,352.16,215.75,183.70,193.55,332.25,243.15,149.37,65.86,154.60
2026-02-06,78.71,644.61,131.72,41.01,276.65,384.32,61.99,89.91,271.63,252.16,187.49,477.92,140.83,358.29,210.02,79.72,239.99,277.20,14.58,101.59,82.10,78.35,785.51,190.71,501.69,381.29,21.73,948.68,74.81,248.95,226.32,69.97,292.05,218.56,102.90,110.83,201.18,542.83,27.22,1058.18,76.27,187.60,127.42,488.15,1373.57,80.65,108.39,121.93,129.58,223.43,78.12,38.46,359.25,216.61,189.21,193.94,338.98,241.93,152.50,66.78,157.90
2026-02-09,76.80,639.79,127.53,41.95,275.70,375.82,60.77,89.73,275.96,245.40,192.67,470.87,137.64,356.08,207.39,80.10,238.64,274.01,15.56,102.82,81.48,75.77,780.28,191.25,497.54,328.14,21.73,962.32,75.02,248.93,225.76,70.16,294.40,212.94,101.65,111.07,193.81,546.76,27.05,1044.67,74.12,192.50,127.30,492.84,1380.88,79.08,109.03,117.65,127.50,223.26,78.07,38.04,363.27,216.66,185.70,189.49,327.50,245.57,151.68,65.48,156.01
2026-02-10,77.05,646.53,125.43,41.99,273.22,364.65,60.86,91.40,263.54,244.67,182.45,463.48,139.28,361.06,171.68,81.02,238.35,284.50,15.95,104.75,81.57,75.70,754.91,205.35,502.05,327.02,21.94,935.21,75.15,243.56,220.27,68.16,287.81,212.78,101.42,112.28,188.99,539.80,27.61,1025.00,74.25,196.27,128.13,495.15,1400.33,79.22,100.05,117.15,129.00,222.44,80.46,39.61,360.00,219.75,181.24,181.30,325.64,252.41,147.23,64.80,155.04
2026-02-11,79.33,648.73,122.65,40.51,278.91,366.58,59.93,95.61,259.62,243.47,177.18,461.24,144.27,363.70,180.62,81.69,240.86,289.89,16.13,101.10,83.05,77.02,778.97,209.32,531.47,329.20,22.27,953.19,75.09,246.16,224.25,68.15,294.73,231.32,101.08,113.59,191.20,527.17,27.73,1015.21,73.47,197.51,128.67,496.12,1392.65,79.20,98.84,119.31,128.90,220.89,81.49,40.43,365.70,219.98,165.98,175.40,330.25,250.85,155.80,63.45,155.82
2026-02-12,76.44,617.20,126.71,40.11,284.37,366.20,59.86,95.18,245.73,244.22,168.85,465.02,149.97,365.85,177.81,78.43,244.55,278.11,15.79,95.57,81.70,77.93,783.65,206.86,535.22,319.83,18.71,916.00,74.91,243.61,215.06,65.08,287.61,234.05,100.88,111.47,195.50,509.82,27.47,1038.27,74.12,183.86,125.64,478.60,1357.92,78.65,100.75,119.24,124.88,227.50,75.95,39.18,351.06,214.94,158.74,178.83,336.04,240.82,151.81,59.54,155.71
2026-02-13,75.87,629.35,135.35,42.23,293.19,369.19,60.74,96.45,252.55,248.35,166.94,491.47,148.95,366.05,175.89,78.19,243.45,282.63,15.77,96.03,82.99,78.48,803.17,206.87,540.29,323.37,19.79,934.75,75.04,250.49,220.79,70.02,291.44,234.81,99.49,112.68,196.52,504.82,27.58,1040.00,74.73,186.77,126.65,485.84,1360.95,80.34,101.10,121.41,125.81,231.50,75.55,40.58,360.83,212.58,161.35,184.10,346.80,242.74,154.98,59.93,156.89
2026-02-17,78.45,626.17,135.68,43.93,289.09,373.36,60.35,97.15,255.82,245.41,164.44,477.32,150.41,369.18,177.38,77.21,243.33,276.67,15.74,95.05,81.94,78.20,793.53,205.49,534.78,321.43,20.74,946.47,75.15,243.19,225.58,70.43,290.71,235.12,96.41,112.26,195.62,501.59,27.37,1036.05,76.29,187.22,125.56,493.35,1353.24,81.61,101.16,121.57,123.87,232.86,73.73,41.23,359.97,206.36,158.53,184.99,344.78,246.34,155.27,58.50,156.97
