date,mco_shares,pfg_shares,fisv_shares,aig_shares,ntrs_shares,fitb_shares,aiz_shares,ndaq_shares,syf_shares,all_shares,gl_shares,hig_shares,schw_shares,gpn_shares,tfc_shares,hood_shares,cof_shares,rf_shares,mtb_shares,bro_shares,fis_shares,msci_shares,pru_shares,pypl_shares,brk_b_shares,rjf_shares,cfg_shares,cboe_shares,ajg_shares,cb_shares,wrb_shares,acgl_shares,blk_shares,kkr_shares,bk_shares,erie_shares,v_shares,pnc_shares,jpm_shares,cinf_shares,ares_shares,eg_shares,bac_shares,fds_shares,ma_shares,bx_shares,pgr_shares,ivz_shares,coin_shares,jkhy_shares,cpay_shares,usb_shares,xyz_shares,ms_shares,ice_shares,aon_shares,met_shares,afl_shares,key_shares,axp_shares,stt_shares,ibkr_shares,wfc_shares,gs_shares,spgi_shares,cme_shares,l_shares,trv_shares,c_shares,amp_shares,apo_shares,ben_shares,trow_shares,wtw_shares,mrsh_shares,hban_shares
2025-08-21,1078371,1437749,,4017358,1356003,4652927,353423,2881502,2653329,1845897,575466,1980239,11905356,1700040,9128245,,4458670,6266170,1118841,1953744,3662378,539380,2467695,6779228,12782365,1265774,3022650,729965,1785104,2597785,2089084,2601698,1015035,4718281,4987116,173838,11926513,2757383,19371937,1089585,,,45676558,264638,5654200,5086160,4086263,3119883,1473575,507508,491400,10860274,3872576,8611077,3998563,1505390,3930558,3391850,6875549,3857954,1987890,,22683715,2138823,2188156,2511769,1213165,1579353,13019344,663652,3147028,2161197,1535742,691206,,10154817
2025-08-22,1089041,1451911,,4056934,1369389,4698711,356915,2909826,2679519,1864133,581092,1999833,12022726,1716724,9218261,,4502514,6327862,1129899,1972950,3698462,544618,2491945,6845964,12908271,1278190,3052526,737143,1802758,2623393,2109648,2627306,1025123,4764841,5036198,175584,12044077,2784543,19562833,1100255,,,46126638,267160,5709878,5136212,4126615,3150535,1488125,512552,496250,10967362,3910794,8695855,4037945,1520134,3969358,3425218,6943255,3895978,2007484,,22907203,2159969,2209690,2536601,1225193,1594873,13147578,670248,3178068,2182537,1550874,697996,,10254921
2025-08-25,1085521,1447239,,4043878,1364973,4683607,355763,2900482,2670879,1858117,579236,1993369,11984006,1711220,9188565,,4488050,6307510,1126251,1966614,3686558,542890,2483945,6823948,12866735,1274094,3042670,734775,1796934,2614945,2102864,2618858,1021795,4749481,5020006,175008,12005293,2775583,19499857,1096735,,,45978158,266328,5691510,5119700,4113303,3140423,1483325,510888,494650,10932034,3898186,8667887,4024953,1515270,3956558,3414210,6920919,3883434,2001020,,22833475,2152993,2202586,2528409,1221225,1589753,13105274,668072,3167828,2175497,1545882,695756,,10221897
2025-08-26,1085521,1447239,,4043878,1364973,4683607,355763,2900482,2670879,1858117,579236,1993369,11984006,1711220,9188565,,4488050,6307510,1126251,1966614,3686558,542890,2483945,6823948,12866735,1274094,3042670,734775,1796934,2614945,2102864,2618858,1021795,4749481,5020006,175008,12005293,2775583,19499857,1096735,,,45978158,266328,5691510,5119700,4113303,3140423,1483325,510888,494650,10932034,3898186,8667887,4024953,1515270,3956558,3414210,6920919,3883434,2001020,,22833475,2152993,2202586,2528409,1221225,1589753,13105274,668072,3167828,2175497,1545882,695756,,10221897
2025-08-27,1089591,1452641,,4058974,1370079,4701071,357095,2911286,2680869,1865073,581382,2000843,12028776,1717584,9222901,,4504774,6331042,1130469,1973940,3700322,544888,2493195,6849404,12914761,1278830,3054066,737513,1803668,2624713,2110708,2628626,1025643,4767241,5038728,175674,12050137,2785943,19572673,1100805,,,46149838,267290,5712748,5138792,4128695,3152115,1488875,512812,496500,10972882,3912764,8700225,4039975,1520894,3971358,3426938,6946745,3897938,2008494,,22918723,2161059,2210800,2537881,1225813,1595673,13154188,670588,3179668,2183637,1551654,698346,,10260081
2025-08-28,1105351,1473437,,4116855,1389767,4768243,362231,2952878,2719162,1891634,589590,2029468,12200782,1742056,9354675,,4569126,6421351,1146733,2002088,3753067,552592,2528795,6947165,13099155,1297058,3097847,748037,1829373,2662050,2140920,2666190,1040220,4835394,5110557,178242,12222395,2825823,19852360,1116465,,,46809062,270966,5794245,5212081,4187784,3197031,1510275,520264,503600,11129832,3968781,8824422,4097604,1542446,4028131,3475882,7045866,3953603,2037246,3093358,23246019,2191900,2242372,2574210,1243210,1618433,13342006,680356,3225061,2214830,1573910,708266,,10406659
2025-08-29,1105351,1473437,,4116855,1389767,4768243,362231,2952878,2719162,1891634,589590,2029468,12200782,1742056,9354675,,4569126,6421351,1146733,2002088,3753067,552592,2528795,6947165,13099155,1297058,3097847,748037,1829373,2662050,2140920,2666190,1040220,4835394,5110557,178242,12222395,2825823,19852360,1116465,,,46809062,270966,5794245,5212081,4187784,3197031,1510275,520264,503600,11129832,3968781,8824422,4097604,1542446,4028131,3475882,7045866,3953603,2037246,3093358,23246019,2191900,2242372,2574210,1243210,1618433,13342006,680356,3225061,2214830,1573910,708266,,10406659
2025-09-02,1103096,1470444,,4108532,1386938,4758567,361493,2946892,2713668,1887821,588401,2025368,12176059,1738530,9335733,,4559860,6408354,1144396,1998029,3745482,551485,2523670,6933102,13072628,1294434,3091574,746520,1825683,2656702,2136574,2660778,1038129,4825595,5100225,177873,12197631,2820083,19812139,1114210,,,46714270,270433,5782519,5201544,4179297,3190553,1507200,519198,502575,11107282,3960745,8806546,4089322,1539330,4019972,3468830,7031598,3945608,2033105,3087044,23198951,2187472,2237821,2569003,1240709,1615153,13314987,678962,3218565,2210361,1570712,706831,,10385585
2025-09-03,1106616,1475116,,4121524,1391354,4773671,362645,2956236,2722244,1893773,590257,2031768,12214651,1744034,9365301,,4574324,6428642,1148044,2004365,3757322,553213,2531670,6955054,13114036,1298530,3101366,748888,1831443,2665150,2143358,2669226,1041393,4840891,5116417,178449,12236287,2829043,19874923,1117730,,,46862302,271265,5800823,5218056,4192545,3200665,1512000,520862,504175,11142482,3973289,8834450,4102250,1544194,4032708,3479838,7053870,3958088,2039569,3096900,23272487,2194384,2244925,2577131,1244613,1620273,13357163,681138,3228805,2217337,1575704,709071,,10418481
2025-09-04,1114261,1485263,,4149741,1400945,4806475,365147,2976530,2740870,1906700,594288,2045668,12298468,1755988,9429519,,4605738,6472705,1155967,2018126,3783037,556966,2549045,7002731,13203969,1307426,3122633,754031,1843953,2683498,2158092,2687574,1048482,4874112,5151584,179700,12320243,2848503,20011282,1125375,,,47183809,273072,5840577,5253918,4221318,3222627,1522425,524476,507650,11218932,4000533,8895054,4130328,1554758,4060369,3503746,7102242,3985193,2053608,3118306,23432198,2209396,2260354,2594784,1253092,1631393,13448764,685864,3251045,2232488,1586546,713936,,10489927
2025-09-05,1103096,1470444,,4108532,1386938,4758567,361493,2946892,2713668,1887821,588401,2025368,12176059,1738530,9335733,,4559860,6408354,1144396,1998029,3745482,551485,2523670,6933102,13072628,1294434,3091574,746520,1825683,2656702,2136574,2660778,1038129,4825595,5100225,177873,12197631,2820083,19812139,1114210,,,46714270,270433,5782519,5201544,4179297,3190553,1507200,519198,502575,11107282,3960745,8806546,4089322,1539330,4019972,3468830,7031598,3945608,2033105,3087044,23198951,2187472,2237821,2569003,1240709,1615153,13314987,678962,3218565,2210361,1570712,706831,,10385585
2025-09-08,1092756,1456720,,4070368,1373966,4714199,358109,2919444,2688476,1870149,582949,2006568,12062695,1722362,9248877,,4517372,6348758,1133680,1979417,3710514,546409,2500170,6868618,12950992,1282402,3062810,739564,1808763,2631886,2116646,2635962,1028541,4780663,5052661,176181,12084079,2793763,19627711,1103870,,,46279238,267989,5728751,5153040,4140381,3160849,1493100,514310,497875,11003882,3923897,8724578,4051158,1525042,3982560,3436494,6966174,3908948,2014117,3058092,22982939,2167168,2216953,2545127,1229241,1600113,13191095,672570,3188485,2189869,1556048,700251,,10288953
2025-09-09,1092756,1456720,,4070368,1373966,4714199,358109,2919444,2688476,1870149,582949,2006568,12062695,1722362,9248877,,4517372,6348758,1133680,1979417,3710514,546409,2500170,6868618,12950992,1282402,3062810,739564,1808763,2631886,2116646,2635962,1028541,4780663,5052661,176181,12084079,2793763,19627711,1103870,,,46279238,267989,5728751,5153040,4140381,3160849,1493100,514310,497875,11003882,3923897,8724578,4051158,1525042,3982560,3436494,6966174,3908948,2014117,3058092,22982939,2167168,2216953,2545127,1229241,1600113,13191095,672570,3188485,2189869,1556048,700251,,10288953
2025-09-10,1094296,1458764,,4076052,1375898,4720807,358613,2923532,2692228,1872781,583761,2009368,12079579,1724770,9261813,,4523700,6357634,1135276,1982189,3715722,547165,2503670,6878222,12969108,1284194,3067094,740600,1811283,2635582,2119614,2639658,1029969,4787355,5059745,176433,12100991,2797683,19655179,1105410,,,46344030,268353,5736759,5160264,4146177,3165273,1495200,515038,498575,11019282,3929385,8736786,4056842,1527170,3988132,3441310,6975918,3914408,2016945,3062404,23015111,2170192,2220061,2548683,1230949,1602353,13209547,673522,3192965,2192921,1558232,701231,,10303345
2025-09-11,1109146,1478474,,4131132,1394528,4784527,363473,2962952,2728408,1898161,591591,2036368,12242389,1747990,9386553,,4584720,6443224,1150666,2008919,3765942,554455,2537420,6970832,13144068,1301474,3108404,750590,1835583,2671222,2148234,2675298,1043739,4851885,5128055,178863,12264071,2835483,19920049,1120260,,,46968810,271863,5813979,5229924,4202067,3207933,1515450,522058,505325,11167782,3982305,8854506,4111652,1547690,4041862,3487750,7069878,3967058,2044215,3103984,23325341,2199352,2250031,2582973,1247419,1623953,13387747,682702,3236165,2222351,1579292,710681,,10442125
2025-09-12,1115361,1486723,,4154184,1402325,4811195,365507,2979450,2743550,1908783,594868,2047668,12310528,1757708,9438759,,4610258,6479045,1157107,2020106,3786960,557506,2551545,7009591,13217292,1308706,3125693,754771,1845753,2686138,2160212,2690214,1049502,4878892,5156644,179880,12332323,2851303,20030902,1126475,,,47230292,273332,5846297,5259078,4225458,3225787,1523925,524996,508150,11229932,4004453,8903774,4134591,1556278,4064349,3507186,7109202,3989093,2055628,3121386,23455178,2211556,2262574,2597324,1254312,1632993,13462327,686544,3254245,2234668,1588106,714636,,10500207
2025-09-15,1113326,1484022,,4146636,1399772,4802463,364841,2974048,2738592,1905305,593795,2043968,12288217,1754526,9421665,,4601896,6467316,1154998,2016443,3780078,556507,2546920,6996900,13193316,1306338,3120032,753402,1842423,2681254,2156290,2685330,1047615,4870049,5147283,179547,12309975,2846123,19994605,1124440,,,47144674,272851,5835715,5249532,4217799,3219941,1521150,524034,507225,11209582,3997201,8887642,4127080,1553466,4056986,3500822,7096326,3981878,2051891,3115688,23412665,2207560,2258467,2592625,1252055,1630033,13437907,685286,3248325,2230635,1585220,713341,,10481189
2025-09-16,1108596,1477744,,4129092,1393838,4782167,363293,2961492,2727068,1897221,591301,2035368,12236359,1747130,9381933,,4582460,6440054,1150096,2007929,3764082,554185,2536170,6967402,13137588,1300834,3106874,750220,1834683,2669902,2147174,2673978,1043229,4849495,5125525,178773,12258031,2834083,19910239,1119710,,,46945670,271733,5811119,5227344,4199997,3206353,1514700,521798,505075,11162282,3980345,8850146,4109622,1546930,4039872,3486030,7066398,3965108,2043205,3102444,23313851,2198272,2248921,2581703,1246809,1623153,13381147,682362,3234565,2221175,1578512,710331,,10436985
2025-09-17,1119431,1492125,,4169280,1407431,4828659,366839,2990254,2753466,1915739,597014,2055068,12355150,1764072,9473144,,4626982,6502503,1161325,2027432,3800724,559504,2560795,7034973,13265244,1313442,3137015,757509,1852413,2695906,2168056,2699982,1053276,4896578,5175366,180546,12377019,2861663,20103693,1130545,,,47401528,274294,5867461,5278170,4240776,3237479,1529475,526920,510000,11270632,4018957,8936038,4149613,1561902,4079075,3519914,7134954,4003523,2063102,3132782,23540204,2219548,2270788,2606722,1258826,1638913,13511167,689060,3266085,2242845,1593878,717226,,10538440
2025-09-18,1122236,1495848,,4179684,1410950,4840695,367757,2997700,2760300,1920533,598493,2060168,12385903,1768458,9496757,,4638508,6518670,1164232,2032481,3810210,560881,2567170,7052466,13298292,1316706,3144818,759396,1857003,2702638,2173462,2706714,1055877,4908767,5188269,181005,12407823,2868803,20153775,1133350,,,47519542,274957,5882047,5291328,4251333,3245537,1533300,528246,511275,11298682,4028953,8958274,4159966,1565778,4089224,3528686,7152702,4013468,2068253,3140636,23598803,2225056,2276449,2613199,1261937,1642993,13544827,690794,3274245,2248455,1597856,719011,,10564705
2025-09-19,1077270,1415389,,3868158,1335207,4621267,352135,3164889,2597930,1839965,565781,1963426,11913990,1693893,9003378,5403941,4465112,6230522,1090937,2045594,3647303,540198,2457903,6670880,12803574,1239108,3011739,730023,1789893,2588768,2092117,2595344,1005727,4790107,4924106,177344,11860997,2749601,19199777,1091755,,,47580606,264080,5763766,5146546,4093188,3113913,1579209,508721,492850,10865577,3837485,8470849,3996966,1505803,3900769,3361114,6507848,3789858,1980982,3108712,22367494,2113682,2182188,2516345,1187397,1571802,12853851,658237,3212976,2138952,1534023,681225,,10235228
2025-09-22,1072426,1409283,,3850960,1329245,4600801,350587,3150901,2586150,1831653,563073,1954498,11860620,1686583,8962878,5379821,4445234,6202476,1086293,2036822,3631151,537776,2446725,6640942,12746420,1233476,2998339,726927,1782039,2577374,2082873,2583664,1001027,4768653,4902150,176570,11807685,2737419,19113703,1087025,,,47367370,262862,5737998,5123544,4074844,3100583,1572015,506171,490700,10817179,3820073,8433171,3978966,1498853,3882999,3345866,6478698,3773004,1971968,3094982,22267332,2104166,2172214,2505009,1182323,1564994,12796239,655299,3198616,2129750,1527401,678101,,10189482
2025-09-23,1065244,1399840,,3825291,1320334,4570078,348193,3129887,2568860,1819417,559349,1941464,11781485,1675278,8903028,5343911,4415575,6161113,1079111,2023256,3606945,534185,2430366,6596653,12661433,1225230,2978389,722139,1770202,2560217,2069041,2566374,994377,4736866,4869432,175373,11728949,2719198,18986156,1079710,,,47051362,261133,5699694,5089363,4047712,3079968,1561508,502846,487375,10744960,3794537,8376912,3952366,1488878,3857064,3323522,6435473,3747867,1958801,3074367,22118771,2090068,2157717,2488251,1174476,1554620,12710853,650910,3177336,2115519,1517160,673579,,10121519
2025-09-24,1064056,1398278,,3821045,1318860,4564996,347797,3126411,2566000,1817393,558733,1939308,11768395,1673408,8893128,5337971,4410669,6154271,1077923,2021012,3602941,533591,2427660,6589327,12647375,1223866,2975089,721347,1768244,2557379,2066753,2563514,993277,4731608,4864020,175175,11715925,2716184,18965058,1078500,,,46999090,260847,5693358,5083709,4043224,3076558,1559770,502296,486825,10733014,3790313,8367606,3947966,1487228,3852774,3319826,6428323,3743709,1956623,3070957,22094197,2087736,2155319,2485479,1173178,1552904,12696729,650184,3173816,2113165,1515466,672831,,10110277
2025-09-25,1061788,1395296,,3812939,1316046,4555294,347041,3119775,2560540,1813529,557557,1935192,11743405,1669838,8874228,5326631,4401303,6141209,1075655,2016728,3595297,532457,2422494,6575341,12620537,1221262,2968789,719835,1764506,2551961,2062385,2558054,991177,4721570,4853688,174797,11691061,2710430,18924780,1076190,,,46899298,260301,5681262,5072915,4034656,3070048,1556452,501246,485775,10710208,3782249,8349840,3939566,1484078,3844584,3312770,6414673,3735771,1952465,3064447,22047283,2083284,2150741,2480187,1170700,1549628,12669765,648798,3167096,2108671,1512232,671403,,10088815
2025-09-26,1054174,1385285,,3785726,1306599,4522723,344503,3097497,2542210,1800557,553609,1921374,11659510,1657853,8810778,5288561,4369860,6097358,1068041,2002346,3569635,528650,2405151,6528388,12530438,1212520,2947639,714759,1751957,2533772,2047721,2539724,984127,4687871,4819002,173528,11607589,2691113,18789561,1068435,,,46564282,258468,5640654,5036678,4005892,3048193,1545313,497721,482250,10633645,3755177,8290197,3911366,1473503,3817089,3289082,6368848,3709122,1938506,3042592,21889786,2068338,2135372,2462421,1162381,1538630,12579243,644145,3144536,2093584,1501375,666609,,10016764
2025-09-29,1077502,1415957,,3869102,1335543,4622515,352279,3165753,2598370,1840301,565705,1963710,11916550,1694573,9005178,5405201,4466196,6231710,1091369,2046410,3648259,540314,2458287,6672244,12806486,1239304,3012439,730311,1790405,2589500,2092649,2595884,1005727,4791119,4925274,177416,11863333,2750297,19203849,1092195,,,47590714,264084,5765070,5147702,4094020,3115153,1579441,508521,493050,10868221,3838121,8472933,3997766,1505903,3901329,3361658,6509248,3790770,1981274,3109552,22372330,2114130,2182460,2516853,1187869,1572326,12856587,658401,3213656,2139808,1534639,681297,,10237516
2025-09-30,1079986,1419223,,3877980,1338625,4633141,353107,3173021,2604350,1844533,566993,1968218,11943920,1698483,9025878,5417621,4476454,6246016,1093853,2051102,3656631,541556,2463945,6687562,12835880,1242156,3019339,731967,1794499,2595434,2097433,2601864,1008027,4802113,4936590,177830,11890565,2756599,19247963,1094725,,,47700010,264682,5778318,5159524,4103404,3122283,1583075,509671,494200,10893199,3846953,8492391,4006966,1509353,3910299,3369386,6524198,3799464,1985828,3116682,22423712,2119006,2187474,2522649,1190583,1575914,12886119,659919,3221016,2144730,1538181,682861,,10261022
2025-10-01,1076042,1414317,,3864182,1333963,4617075,352059,3161833,2595370,1837821,565285,1961290,11899950,1692473,8993378,5397801,4459976,6224870,1090109,2043930,3643779,539634,2455267,6663424,12788226,1237824,3009139,729671,1788045,2585940,2090389,2592684,1004427,4784659,4918634,177056,11846453,2746617,19176289,1090795,,,47523074,263564,5756850,5140622,4088360,3108867,1577281,508221,492650,10853601,3833341,8461013,3992266,1503903,3896329,3357238,6502748,3785510,1978914,3105852,22340750,2111090,2179400,2513313,1186709,1570220,12838507,657481,3209456,2135528,1532759,680437,,10225876
2025-10-02,1075934,1414175,,3863796,1333829,4616613,352023,3161517,2595110,1837637,565229,1961094,11898760,1692303,8992478,5397261,4459530,6224248,1090001,2043726,3643415,539580,2455021,6662758,12786948,1237700,3008839,729599,1787867,2585682,2090181,2592424,1004327,4784181,4918142,177038,11845269,2746343,19174371,1090685,,,47518322,263538,5756274,5140108,4087952,3108555,1577123,508171,492600,10852515,3832957,8460167,3991866,1503753,3895939,3356902,6502098,3785132,1978716,3105542,22338516,2110878,2179182,2513061,1186591,1570062,12837223,657415,3209136,2135314,1532605,680369,,10224854
2025-10-03,1079336,1418648,,3875955,1338050,4631166,353157,3171471,2603300,1843433,566993,1967268,11936245,1697658,9020828,5414271,4473579,6243841,1093403,2050152,3654881,541281,2462770,6683737,12827205,1241606,3018289,731867,1793474,2593809,2096733,2600614,1007477,4799238,4933640,177605,11882565,2754974,19234788,1094150,,,47668010,264357,5774418,5156299,4100804,3118383,1582100,509746,494175,10886724,3845053,8486816,4004466,1508478,3908224,3367486,6522573,3797039,1984953,3115307,22408887,2117556,2186049,2520999,1190308,1575039,12877669,659494,3219216,2142055,1537456,682511,,10257047
2025-10-06,1076690,1415169,,3866498,1334767,4619847,352275,3163729,2596930,1838925,565621,1962466,11907090,1693493,8998778,5401041,4462652,6228602,1090757,2045154,3645963,539958,2456743,6667420,12795894,1238568,3010939,730103,1789113,2587488,2091637,2594244,1005027,4787527,4921586,177164,11853557,2748261,19187797,1091455,,,47551586,263720,5760306,5143706,4090808,3110739,1578229,508521,492950,10860117,3835645,8466089,3994666,1504803,3898669,3359254,6506648,3787778,1980102,3107712,22354154,2112362,2180708,2514825,1187417,1571168,12846211,657877,3211376,2136812,1533683,680845,,10232008
2025-10-07,1070966,1407643,,3846040,1327665,4595361,350367,3146981,2583150,1829173,562653,1952078,11844020,1684483,8951078,5372421,4439014,6195636,1084927,2034342,3626671,537096,2443705,6632122,12728054,1231996,2994933,726287,1779679,2573814,2080507,2580464,999727,4762193,4895510,176210,11790699,2733739,19086143,1085625,,,47299518,262342,5729778,5116464,4069078,3094203,1569855,505871,490300,10802559,3815293,8421251,3973466,1496853,3877999,3341446,6472198,3767744,1969608,3091282,22235646,2101126,2169154,2501469,1181163,1562794,12778159,654379,3194310,2125470,1525521,677241,,10177842
2025-10-08,1075880,1414104,,3863603,1333762,4616382,352005,3161359,2594980,1837545,565201,1960996,11898165,1692218,8992028,5396991,4459307,6223937,1089932,2043624,3643233,539553,2454898,6662425,12786294,1237638,3008674,729563,1787778,2585553,2090062,2592294,1004277,4783942,4917896,177029,11844662,2746206,19173412,1090630,,,47515916,263525,5755986,5139851,4087733,3108399,1577044,508146,492575,10851972,3832765,8459744,3991666,1503678,3895744,3356734,6501773,3784943,1978617,3105387,22337384,2110772,2179073,2512935,1186532,1569983,12836581,657382,3208961,2135207,1532528,680335,,10224343
2025-10-09,1071992,1408992,,3849707,1328938,4599750,350709,3149983,2585620,1830921,563185,1953940,11855325,1686098,8959628,5377551,4443251,6201545,1085972,2036280,3630129,537609,2446042,6638449,12740214,1233174,2997802,726971,1781370,2576265,2082502,2582934,1000677,4766734,4900184,176381,11801966,2736342,19104364,1086670,,,47344700,262589,5735250,5121347,4072973,3097167,1571356,506346,490775,10812876,3818941,8429288,3977266,1498278,3881704,3344638,6478373,3771335,1971489,3094227,22256888,2103140,2171225,2503863,1182284,1564295,12790357,655006,3197369,2127503,1526984,677887,,10187551
2025-10-10,1063892,1398342,,3820757,1318888,4565100,348009,3126283,2566120,1817121,558985,1939240,11766075,1673348,8892128,5337051,4409801,6154895,1077722,2020980,3602829,533559,2427592,6588499,12644214,1223874,2975152,721571,1768020,2556915,2066752,2563434,993177,4730884,4863284,175031,11713016,2715792,18960364,1078420,,,46988000,260639,5692050,5082797,4042223,3073767,1559506,502596,487025,10731426,3790141,8365838,3947266,1487028,3852454,3319438,6429623,3742985,1956639,3070977,22089188,2087240,2154875,2484963,1173434,1552445,12694057,650056,3173219,2111453,1515434,672787,,10110751
2025-10-13,1081172,1421062,,3882517,1340328,4639020,353769,3176843,2607720,1846561,567945,1970600,11956475,1700548,9036128,5423451,4481161,6254415,1095322,2053620,3661069,542199,2466952,6695059,12849014,1243714,3023472,733091,1796500,2598195,2100352,2605034,1009177,4807364,4942004,177911,11902776,2759632,19267564,1096020,,,47748960,264799,5784210,5165037,4107823,3123687,1584786,510596,495025,10905186,3851581,8501198,4011266,1511028,3914854,3373198,6533623,3803465,1988319,3120577,22446948,2121160,2189755,2525283,1192314,1577725,12899497,660616,3224739,2145693,1540074,683667,,10274591
2025-10-14,1088624,1430860,,3909151,1349574,4670898,356253,3198647,2625660,1859257,571809,1984124,12038585,1712278,9098228,5460711,4511935,6297333,1102912,2067696,3686185,545925,2483926,6741013,12937334,1252270,3044310,738059,1808782,2615997,2114842,2622974,1016077,4840346,4975952,179153,11984610,2778538,19400044,1103610,,,48077124,266593,5823954,5200503,4136113,3145215,1595688,514046,498475,10980120,3878077,8559572,4038866,1521378,3941764,3396382,6578473,3829547,2001981,3141967,22601232,2135788,2204797,2542671,1200456,1588627,12988093,665170,3246957,2160459,1550700,688359,,10345247
2025-10-15,1081334,1421275,,3883096,1340529,4639713,353823,3177317,2608110,1846837,568029,1970894,11958260,1700803,9037478,5424261,4481830,6255348,1095487,2053926,3661615,542280,2467321,6696058,12850934,1243900,3023925,733064,1796767,2598582,2100667,2605424,1009327,4808081,4942742,177938,11904555,2760043,19270444,1096185,,,47756094,264838,5785074,5165808,4108438,3124155,1585023,510671,495100,10906815,3852157,8502467,4011866,1511253,3915439,3373702,6534598,3804032,1988616,3121042,22450302,2121478,2190082,2525661,1192491,1577962,12901423,660715,3225222,2146014,1540305,683769,,10276127
2025-10-16,1075664,1413820,,3862831,1333494,4615458,351933,3160727,2594460,1837177,565089,1960604,11895785,1691878,8990228,5395911,4458415,6222693,1089712,2043216,3642505,539445,2454406,6661093,12783734,1237390,3008070,729179,1787422,2585037,2089642,2591774,1004077,4782986,4916912,176993,11842290,2745658,19169644,1090410,,,47506404,263473,5754834,5138823,4086913,3107775,1576728,508046,492475,10849800,3831997,8458052,3990866,1503378,3894964,3356062,6500473,3784187,1978221,3104767,22332912,2110348,2178637,2512431,1186296,1569667,12834013,657250,3208317,2134779,1532220,680199,,10222367
2025-10-17,1078472,1417512,,3872867,1336978,4627470,352869,3168943,2601220,1841961,566545,1965700,11926777,1696298,9013628,5409951,4470011,6238865,1092572,2048520,3651969,540849,2460802,6678409,12817014,1240614,3015922,731103,1792050,2591745,2095102,2598534,1006677,4795414,4929704,177461,11873126,2752782,19219564,1093270,,,47630060,264149,5769810,5152187,4097573,3115887,1580836,509346,493775,10878036,3841981,8480048,4001266,1507278,3905104,3364798,6517373,3794015,1983369,3112827,22391048,2115860,2184305,2518983,1189364,1573775,12867397,658966,3216689,2140343,1536224,681967,,10988291
2025-10-20,1089110,1431499,,3910888,1350177,4672977,356415,3200069,2626830,1860085,572061,1985006,12043992,1713043,9102278,5463141,4513942,6300132,1103407,2068614,3687823,546168,2485033,6744010,12943094,1252828,3045669,738195,1809583,2617158,2115787,2624144,1016527,4842497,4978166,179234,11989947,2779771,19408487,1104105,,,48098526,266710,5826546,5202816,4137958,3146619,1596399,514271,498700,10985007,3879805,8563379,4040666,1522053,3943519,3397894,6581398,3831248,2002872,3143362,22611294,2136742,2205778,2543805,1200987,1589338,12993871,665467,3248406,2161422,1551393,688665,,11096444
2025-10-21,1089110,1431499,,3910888,1350177,4672977,356415,3200069,2626830,1860085,572061,1985006,12043992,1713043,9102278,5463141,4513942,6300132,1103407,2068614,3687823,546168,2485033,6744010,12943094,1252828,3045669,738195,1809583,2617158,2115787,2624144,1016527,4842497,4978166,179234,11989947,2779771,19408487,1104105,,,48098526,266710,5826546,5202816,4137958,3146619,1596399,514271,498700,10985007,3879805,8563379,4040666,1522053,3943519,3397894,6581398,3831248,2002872,3143362,22611294,2136742,2205778,2543805,1200987,1589338,12993871,665467,3248406,2161422,1551393,688665,,11096444
2025-10-22,1073072,1410412,,3853567,1330278,4604370,351069,3153143,2588220,1832761,563745,1955900,11867277,1687798,8968628,5382951,4447711,6207765,1087072,2038320,3633769,538149,2448502,6645109,12753014,1234414,3000822,727503,1783150,2578845,2084602,2585534,1001677,4771514,4905104,176561,11813826,2739082,19123664,1087770,,,47392260,262849,5741010,5126487,4077073,3100287,1572936,506846,491275,10823736,3822781,8437748,3981266,1499778,3885604,3347998,6484873,3775115,1973469,3097327,22279248,2105260,2173405,2506383,1183464,1565875,12803197,655666,3200589,2129643,1528524,678567,,10933391
2025-10-23,1072856,1410128,,3852795,1330010,4603446,350997,3152511,2587700,1832393,563633,1955508,11864897,1687458,8966828,5381871,4446819,6206521,1086852,2037912,3633041,538041,2448010,6643777,12750454,1234166,3000218,727359,1782794,2578329,2084182,2585014,1001477,4770558,4904120,176525,11811454,2738534,19119828,1087550,,,47382748,262797,5739858,5125459,4076253,3099663,1572620,506746,491175,10821564,3822013,8436056,3980466,1499478,3884824,3347326,6483573,3774359,1973073,3096707,22274776,2104836,2172969,2505879,1183228,1565559,12800629,655534,3199945,2129215,1528216,678431,,10931195
2025-10-24,1073774,1411335,,3856076,1331149,4607373,351303,3155197,2589910,1833957,564109,1957174,11875012,1688903,8974478,5386461,4450610,6211808,1087787,2039646,3636135,538500,2450101,6649438,12761334,1235220,3002785,727971,1784307,2580522,2085967,2587224,1002327,4774621,4908302,176678,11821535,2740863,19136131,1088485,,,47423174,263018,5744754,5129828,4079738,3102315,1573963,507171,491600,10830795,3825277,8443247,3983866,1500753,3888139,3350182,6489098,3777572,1974756,3099342,22293782,2106638,2174822,2508021,1184231,1566902,12811543,656095,3202682,2131034,1529525,679009,,10940528
2025-10-27,1085060,1426174,,3896413,1345152,4655652,355065,3188219,2617080,1853185,569961,1977656,11999367,1706668,9068528,5442891,4497217,6276807,1099282,2060964,3674173,544143,2475808,6719035,12895094,1248178,3034344,735495,1802908,2607483,2107912,2614394,1012777,4824572,4959716,178559,11945472,2769496,19336562,1099980,,,47920176,265735,5804946,5183541,4122583,3134919,1590474,512396,496825,10944282,3865405,8531654,4025666,1516428,3928894,3385294,6557023,3817073,1995447,3131737,22527444,2128792,2197603,2534355,1196562,1583413,12945721,662992,3236331,2153397,1545618,686115,,11055269
