date,cfg_price,fds_price,pru_price,fis_price,hig_price,schw_price,trow_price,ndaq_price,pfg_price,gpn_price,acgl_price,bk_price,cme_price,cinf_price,gs_price,ice_price,jpm_price,key_price,l_price,fitb_price,pypl_price,v_price,afl_price,ms_price,jkhy_price,kkr_price,coin_price,ivz_price,gl_price,met_price,bx_price,ben_price,mmc_price,pgr_price,spgi_price,usb_price,c_price,wfc_price,all_price,erie_price,wtw_price,pnc_price,cboe_price,msci_price,apo_price,wrb_price,ntrs_price,aon_price,bro_price,tfc_price,bac_price,trv_price,ma_price,mtb_price,aiz_price,blk_price,stt_price,aig_price,cpay_price,eg_price,cb_price,amp_price,brk_b_price,cof_price,hban_price,rf_price,ajg_price,axp_price,mco_price,rjf_price,syf_price,xyz_price,xlf_calculated_price,ibkr_price,hood_price,fisv_price,ares_price
2025-10-06,54.00,275.01,103.22,67.15,132.54,94.00,105.69,88.17,84.18,87.18,91.35,106.43,262.05,165.21,796.78,159.06,309.18,18.54,102.37,43.79,71.29,349.28,113.07,158.09,147.69,126.87,386.07,24.13,134.00,82.35,166.89,23.18,201.34,240.50,478.35,47.72,98.05,80.69,208.83,316.19,349.40,195.62,236.84,564.81,126.70,76.98,132.21,365.70,94.44,45.33,50.39,282.73,578.81,190.00,221.69,1179.27,116.90,83.02,288.70,361.56,286.39,493.81,500.02,213.85,16.71,25.86,309.15,331.99,483.45,167.64,71.38,77.78,53.50,69.61,144.26,,
2025-10-07,53.13,276.93,103.71,68.51,133.81,94.01,105.78,88.44,83.57,88.10,94.10,106.93,263.60,165.69,789.65,161.98,307.69,18.41,102.99,43.68,74.61,352.42,112.93,155.97,149.64,124.72,375.78,24.10,135.64,82.75,164.91,23.40,203.84,243.89,481.22,47.50,97.80,81.14,211.79,319.41,349.93,193.81,240.90,569.11,126.05,77.77,132.45,366.93,95.55,45.20,50.29,284.97,579.84,189.58,216.29,1166.23,116.89,84.05,289.02,364.86,289.24,497.79,502.30,213.69,16.76,25.73,309.81,327.97,488.43,165.64,70.90,79.02,53.42,69.35,145.00,,
2025-10-08,52.01,281.47,102.89,68.13,133.01,93.79,105.82,89.87,81.77,88.53,93.10,106.01,264.94,165.55,776.51,159.37,304.03,18.09,103.05,43.54,76.13,351.36,111.90,155.65,149.43,124.73,387.27,24.00,136.03,82.03,162.46,23.59,204.75,243.06,482.43,46.99,96.70,79.73,212.35,327.70,343.76,190.16,241.26,566.94,124.80,77.84,130.75,365.38,95.96,44.14,49.84,282.76,576.44,188.07,219.26,1165.00,116.69,84.00,292.27,360.00,287.10,490.17,499.84,211.92,16.34,25.29,306.94,323.82,490.09,165.15,70.97,81.11,53.67,72.05,150.87,,
2025-10-09,51.85,283.08,102.56,68.57,130.13,94.02,106.01,91.40,82.69,87.18,92.23,106.82,268.84,161.68,779.96,159.30,305.53,18.18,102.24,43.79,75.75,347.04,111.17,156.27,149.32,124.06,387.00,23.90,136.45,81.98,160.65,23.63,206.00,242.16,487.61,47.10,95.92,79.89,208.99,320.45,337.39,190.67,240.77,558.30,123.54,77.52,129.99,360.42,95.50,44.25,49.79,274.41,564.55,188.04,218.45,1167.43,117.23,83.17,290.85,351.77,284.33,491.38,496.74,210.74,16.34,25.31,302.25,324.44,492.46,164.15,70.99,80.85,53.05,72.62,152.46,,
2025-10-10,49.25,283.13,99.13,66.87,129.02,91.96,101.43,88.90,79.42,82.85,92.47,104.54,271.45,158.97,764.36,157.50,300.89,17.20,100.86,41.47,69.84,343.65,110.95,151.86,151.54,117.82,357.01,22.47,136.00,79.77,153.77,22.67,207.02,240.00,486.10,45.28,93.93,77.62,205.67,324.31,336.99,183.95,244.71,546.95,118.22,77.65,124.72,360.15,95.94,42.31,48.65,270.12,557.48,180.84,217.37,1132.36,111.00,81.30,280.11,346.69,283.01,479.43,489.13,202.49,15.60,24.16,301.74,316.26,484.10,160.28,68.02,74.67,51.70,69.01,138.96,,
2025-10-13,50.25,285.99,101.25,67.31,128.74,93.49,105.36,89.39,79.67,84.22,92.25,106.30,271.28,157.88,786.78,158.75,307.97,17.56,101.33,42.20,68.86,343.30,110.26,155.13,152.19,120.44,356.99,23.29,136.46,80.82,158.16,22.84,205.36,236.28,479.34,46.16,96.10,78.92,205.64,319.47,336.62,186.92,243.49,548.35,122.44,77.45,127.03,353.36,94.48,42.95,48.86,270.38,559.24,182.70,217.42,1155.12,114.19,81.82,282.51,351.02,282.53,481.81,491.93,207.61,15.90,24.56,298.00,323.12,473.72,159.87,70.14,75.02,53.44,70.52,140.68,,
2025-10-14,51.80,285.75,103.70,67.74,131.18,93.39,106.13,89.54,81.29,86.47,92.23,107.11,267.18,158.75,770.76,158.27,302.08,18.01,102.62,43.41,69.15,348.38,111.51,155.34,154.12,125.98,341.55,23.45,139.87,82.89,163.98,22.92,207.02,240.40,486.69,47.09,99.84,84.56,209.52,321.14,343.31,189.73,238.21,553.58,127.64,78.46,129.02,360.51,94.77,43.93,50.09,275.64,567.92,187.04,221.81,1194.26,115.40,82.91,289.82,356.74,284.63,486.52,495.97,214.20,16.34,25.16,303.73,332.85,481.25,162.54,72.84,76.18,53.54,69.36,134.95,,
2025-10-15,51.70,283.95,103.13,66.56,128.66,94.33,105.71,89.62,80.90,86.10,89.57,108.93,268.15,156.35,767.93,157.46,305.69,17.73,100.31,42.92,67.98,345.69,109.81,162.65,154.46,124.46,336.30,23.60,138.10,81.62,163.91,22.79,203.85,226.50,482.88,46.45,99.78,86.46,200.42,318.40,339.42,182.34,241.74,549.40,127.70,76.39,129.88,355.80,93.97,43.26,52.28,269.45,562.81,185.03,214.85,1202.59,116.71,81.26,287.78,348.55,278.31,481.27,496.39,215.10,16.21,24.74,296.16,330.66,478.51,163.69,72.32,76.13,52.78,69.77,134.15,,
2025-10-16,48.39,278.01,99.85,65.81,123.99,93.41,103.15,87.94,78.39,83.66,86.23,106.72,262.51,151.39,758.09,153.36,298.54,16.78,98.17,40.36,66.05,335.40,106.73,160.02,152.94,117.52,330.25,22.80,133.61,77.84,157.97,22.10,186.48,221.74,472.05,45.65,96.26,84.00,194.88,311.93,328.00,178.37,235.97,533.34,120.84,73.65,124.57,343.12,87.42,41.09,50.44,261.57,549.88,178.63,207.70,1171.36,112.95,77.02,277.50,340.85,268.23,467.73,488.81,203.15,15.37,23.35,280.17,323.12,468.56,160.18,70.25,74.54,51.40,68.52,131.44,,
2025-10-17,49.31,286.67,100.67,66.85,124.46,94.14,103.70,88.59,78.63,85.42,86.51,105.98,267.94,153.02,750.77,153.60,297.56,16.96,98.83,40.89,67.41,341.89,107.71,158.67,152.93,117.60,336.02,22.79,134.78,78.46,156.31,22.28,189.59,225.61,473.19,45.69,97.07,83.28,195.87,316.66,330.15,179.40,239.62,534.35,121.38,74.05,124.82,346.60,87.91,42.60,51.28,262.01,560.97,180.67,209.11,1161.16,111.37,77.36,285.46,349.13,268.21,470.25,492.42,211.34,15.50,23.58,280.47,346.62,471.04,161.49,71.51,75.20,52.25,66.23,129.91,,
2025-10-20,50.29,290.41,101.52,67.94,123.85,94.95,104.24,88.86,78.97,87.02,86.97,108.50,267.62,154.90,763.32,155.29,302.36,17.38,99.20,41.80,69.20,344.41,108.77,161.97,155.07,120.11,343.78,22.84,135.43,78.74,160.44,22.65,189.91,219.38,477.59,47.10,99.30,86.02,193.79,316.42,330.05,182.17,237.09,536.70,125.19,73.48,128.85,344.11,87.52,43.45,52.04,265.25,566.36,182.07,209.15,1160.00,115.29,77.69,286.05,350.95,268.20,472.68,494.08,214.87,15.84,24.06,279.26,349.48,474.46,164.98,72.26,76.50,53.24,66.94,135.80,,
2025-10-21,50.83,294.11,101.86,67.70,125.10,95.09,104.25,90.33,79.39,87.66,87.70,107.00,268.61,156.29,758.98,156.79,297.09,17.54,99.44,42.17,70.05,347.21,108.18,159.23,156.92,123.68,338.62,22.94,136.01,79.02,161.43,22.65,188.95,221.60,483.79,47.61,98.25,84.76,193.74,325.89,330.42,181.91,233.29,540.36,125.98,75.00,128.52,343.43,88.28,43.83,51.52,269.34,572.03,181.70,210.84,1130.00,114.36,78.38,287.44,349.16,269.26,479.36,491.29,217.05,15.94,24.36,279.01,355.22,484.92,165.75,74.00,77.73,52.65,66.27,131.84,,
2025-10-22,50.62,289.92,102.09,67.88,124.88,94.31,102.76,87.42,79.14,85.67,87.88,107.03,267.81,155.47,744.60,156.95,294.11,17.47,100.01,41.69,68.07,345.36,107.85,158.12,157.00,123.30,320.33,22.78,135.63,78.56,161.72,22.59,189.31,222.63,479.74,47.33,96.30,83.88,194.79,322.74,333.78,181.20,237.35,537.61,126.53,75.02,125.48,343.10,89.20,43.60,51.10,268.49,571.36,182.12,210.17,1129.68,113.22,78.94,283.06,348.42,276.52,472.75,491.81,220.38,15.87,24.11,283.04,352.00,472.79,166.04,73.01,75.92,51.54,64.77,127.22,,
2025-10-23,50.96,286.84,101.76,67.52,125.25,94.60,102.49,88.82,79.44,87.48,87.46,106.68,268.90,155.72,750.78,157.45,294.54,17.52,99.94,42.07,69.66,345.96,107.55,159.31,155.72,120.96,322.76,22.68,135.70,78.17,154.98,22.67,188.08,220.59,482.70,47.82,96.69,84.46,194.46,325.69,331.38,181.95,237.25,538.75,123.05,75.24,124.74,341.35,88.77,43.61,51.76,269.10,573.77,181.09,211.58,1125.00,114.61,78.85,284.45,349.27,282.94,478.15,490.16,220.04,15.86,24.10,282.49,354.93,479.30,165.08,73.24,78.56,52.47,67.17,134.33,,
2025-10-24,52.18,285.30,102.18,67.79,125.11,94.42,103.55,88.44,79.62,87.36,87.15,107.99,269.54,156.67,783.88,157.65,300.44,17.82,100.05,42.63,69.77,347.38,107.18,163.86,155.83,121.24,354.46,23.00,133.62,78.68,154.60,22.84,186.55,219.09,489.45,48.26,98.78,86.41,193.19,324.67,328.34,186.44,238.75,542.29,125.00,75.03,126.03,337.73,88.00,44.19,52.57,269.89,573.67,185.23,211.86,1136.63,116.12,79.00,284.38,348.94,281.94,479.18,492.10,225.01,16.07,24.57,280.73,357.56,490.82,162.44,74.84,79.54,53.10,68.75,139.79,,
2025-10-27,51.91,290.33,102.21,66.53,124.97,94.84,104.91,88.78,79.57,86.79,85.94,107.58,271.09,157.64,789.99,159.84,304.15,17.61,100.06,42.45,70.25,347.82,107.55,166.02,156.30,122.26,361.43,23.46,134.99,78.87,153.85,23.38,187.62,216.59,496.64,47.80,100.99,87.01,193.20,329.97,326.86,184.86,238.27,546.86,126.37,75.26,126.20,336.87,87.76,44.63,53.02,270.34,572.36,182.92,212.19,1131.31,117.03,79.31,284.24,343.98,281.68,484.63,488.07,223.49,15.64,24.24,279.00,361.67,495.08,161.72,74.96,80.15,53.80,69.49,145.86,,
2025-10-28,51.33,288.40,101.45,65.93,122.69,93.85,104.96,87.96,82.20,85.63,84.72,108.45,266.33,151.75,792.09,157.27,305.36,17.59,98.37,42.28,73.02,346.90,106.68,165.21,154.30,120.61,355.22,23.96,134.37,78.75,151.69,23.32,182.82,211.91,493.68,47.27,101.39,86.90,190.85,320.34,320.37,182.84,238.53,593.76,124.47,72.61,127.34,329.96,82.38,44.33,52.87,268.13,565.93,181.41,207.89,1124.95,118.68,78.39,285.59,304.91,275.58,484.54,481.44,220.99,15.54,24.27,267.50,361.03,490.76,159.69,74.72,80.18,52.67,68.65,146.25,,
2025-10-29,50.43,266.89,101.19,61.50,122.36,94.61,103.51,85.42,82.43,79.21,85.85,107.05,261.53,151.83,783.06,150.62,305.51,17.40,97.80,41.77,69.68,341.28,105.70,164.03,149.89,118.55,348.61,24.10,131.73,78.32,148.92,22.94,179.99,207.97,473.05,46.64,99.12,86.00,190.00,301.87,317.54,181.02,232.68,567.54,124.88,71.40,127.26,326.07,80.30,43.91,52.58,267.91,554.58,181.34,208.11,1098.00,116.75,77.98,268.11,309.45,278.00,478.54,475.76,218.59,15.16,24.07,262.02,358.22,471.70,158.25,73.21,76.51,52.16,69.19,144.80,,
2025-10-30,50.57,269.04,103.09,62.39,123.46,94.41,102.13,85.66,82.74,78.69,86.64,107.92,262.89,154.36,790.16,148.52,309.44,17.51,99.53,41.95,67.93,345.03,106.84,165.26,149.88,118.11,328.51,23.48,132.44,79.16,148.39,22.77,178.67,206.97,491.57,46.84,100.22,85.99,191.88,309.64,317.00,182.32,236.81,583.14,123.45,71.54,126.90,328.19,80.45,44.34,53.03,271.01,553.68,182.80,212.43,1098.05,115.22,78.19,255.00,309.18,278.06,454.11,478.52,218.38,15.32,24.20,262.03,358.88,478.97,158.05,73.59,73.92,52.10,68.51,138.07,,
2025-10-31,50.87,266.80,104.00,62.52,124.18,94.52,102.53,85.49,84.04,77.76,86.31,107.93,265.49,154.59,789.37,146.29,311.12,17.59,99.56,41.62,69.27,340.74,107.19,164.00,148.94,118.33,343.78,23.70,131.51,79.82,146.64,22.61,178.15,206.00,487.21,46.68,101.23,86.97,191.52,292.64,313.10,182.55,245.64,588.55,124.31,71.34,128.67,340.68,79.74,44.63,53.45,268.62,551.99,183.87,211.72,1082.81,115.66,78.96,260.35,314.52,276.94,452.77,477.54,219.99,15.44,24.20,249.49,360.73,480.30,158.67,74.38,75.94,52.27,70.36,146.78,,
2025-11-03,51.01,264.57,104.63,62.20,124.27,93.15,101.71,86.39,83.02,77.10,86.00,108.06,264.16,153.66,785.52,145.59,309.35,17.54,99.42,41.53,68.34,336.90,106.97,163.65,150.63,117.63,330.42,23.58,130.64,79.21,144.42,22.84,177.13,203.70,497.02,46.62,101.61,87.30,191.25,285.35,314.00,182.74,246.92,581.10,123.95,71.78,127.68,339.84,77.82,44.22,53.56,267.66,544.07,182.73,212.11,1068.83,116.69,78.96,263.36,313.45,278.25,452.38,475.68,221.70,15.37,24.24,242.98,361.62,485.95,158.88,74.01,74.30,52.07,73.08,147.08,,
2025-11-04,50.73,264.58,105.04,63.15,127.94,93.84,101.27,85.87,82.06,79.96,87.47,108.00,267.85,157.39,790.83,146.98,309.25,17.31,100.64,42.15,66.08,340.30,108.81,164.01,152.42,118.29,307.32,23.24,133.38,79.46,142.85,22.59,180.50,209.59,499.21,46.43,101.01,87.13,195.26,289.42,322.81,182.95,250.26,574.90,130.51,74.05,127.54,344.21,78.99,43.73,53.54,277.28,552.75,180.90,214.60,1059.91,116.15,80.71,261.17,317.69,285.65,452.00,487.66,220.68,15.27,24.15,251.70,360.49,487.46,158.16,73.30,72.58,52.36,70.69,136.80,,
2025-11-05,51.44,261.14,104.43,64.75,128.23,93.68,102.38,85.56,81.16,79.20,87.55,108.69,268.00,160.04,793.09,146.21,311.68,17.52,100.86,42.51,68.06,340.04,111.24,165.18,159.83,118.89,319.30,23.37,133.75,78.68,144.32,22.76,178.40,208.94,497.10,46.74,101.69,86.95,194.75,288.16,323.06,184.15,251.40,571.93,133.75,74.72,128.19,341.70,77.84,44.06,52.45,276.65,553.31,183.35,218.31,1073.57,116.90,76.32,261.69,321.99,283.26,459.07,488.77,221.40,15.29,24.38,248.05,365.80,486.46,159.55,74.37,73.65,52.51,71.62,142.48,,
2025-11-06,50.90,253.62,105.20,64.68,127.94,94.20,102.15,86.19,82.44,76.37,87.76,108.42,271.42,161.38,787.58,147.52,313.42,17.59,101.63,42.54,66.26,336.96,113.70,163.42,163.08,119.31,295.22,23.39,131.83,75.97,143.43,23.25,176.58,209.61,490.00,46.85,100.85,86.04,198.01,281.58,322.20,182.92,252.64,580.39,128.98,74.58,128.30,340.00,76.42,44.01,53.29,276.26,553.28,183.30,216.81,1069.44,117.27,76.28,278.00,319.61,283.05,457.52,493.15,216.88,15.42,24.31,245.24,365.73,482.21,160.83,73.55,70.93,52.34,69.86,127.08,,
2025-11-07,51.70,262.60,106.29,64.78,129.41,95.24,102.66,87.24,82.86,76.03,89.57,109.64,276.50,164.64,786.34,149.00,314.21,18.08,102.59,42.87,66.22,336.02,114.09,162.36,160.80,121.32,309.14,23.37,132.24,76.15,145.94,22.23,180.05,217.27,496.42,47.32,100.79,86.04,202.29,284.84,326.05,184.20,256.62,582.85,132.37,74.97,129.96,346.32,78.54,44.74,53.20,279.81,551.97,185.86,224.32,1082.20,118.31,76.93,276.53,326.14,287.55,461.43,499.06,217.82,15.69,24.85,250.01,368.54,487.98,163.11,73.19,65.45,52.71,70.54,130.36,,
2025-11-10,52.35,265.09,107.00,65.44,130.86,95.58,103.00,87.82,83.58,75.69,89.79,110.96,277.28,166.40,797.20,149.50,316.89,18.12,103.02,43.13,66.25,334.85,113.58,165.05,162.61,120.11,317.93,23.64,132.77,77.18,144.30,22.52,178.12,217.53,493.84,47.58,101.49,86.10,203.89,277.63,321.61,185.09,259.14,576.95,130.92,75.84,130.09,344.87,78.51,45.12,53.42,282.39,552.96,188.25,226.11,1082.63,119.69,76.92,281.08,328.61,288.25,459.30,496.98,220.36,15.81,25.04,251.06,367.88,484.93,161.93,74.70,66.80,52.88,71.13,135.88,,
2025-11-11,52.24,271.56,106.74,66.38,131.17,96.12,103.67,87.83,84.38,77.23,90.66,111.25,278.84,166.13,810.31,151.99,315.62,18.08,103.74,42.99,67.40,338.92,113.79,166.50,165.73,121.36,304.01,23.88,132.31,77.79,144.98,22.82,181.92,219.91,497.73,47.62,100.76,86.19,207.36,282.66,322.14,184.82,259.25,584.39,132.88,76.35,130.37,349.93,80.04,45.31,53.63,286.02,558.35,186.76,225.52,1085.76,119.43,76.15,290.67,324.43,292.42,464.94,497.07,220.75,15.82,25.06,255.00,370.16,493.00,163.51,74.42,65.91,53.10,70.87,131.93,,
2025-11-12,52.66,271.88,107.79,66.23,132.67,97.71,104.77,88.77,85.26,77.39,91.78,112.64,279.58,166.89,838.97,154.05,320.41,17.80,104.04,43.21,67.20,338.88,114.61,169.92,167.17,123.07,304.00,24.66,133.97,80.21,144.36,23.05,182.79,221.87,495.84,47.89,102.87,86.26,209.21,282.84,320.05,186.91,260.88,580.78,133.58,76.65,132.40,350.11,80.20,45.64,54.11,286.13,561.23,188.15,226.48,1093.93,121.11,78.00,286.72,325.03,294.93,470.54,502.40,222.13,15.95,25.39,255.86,372.77,490.84,165.91,75.49,65.77,53.58,72.70,132.98,64.38,
2025-11-13,51.71,277.94,107.85,66.26,133.68,95.36,103.72,87.43,84.62,75.44,92.76,111.04,283.54,166.01,805.50,152.70,309.48,17.62,104.39,42.44,65.33,336.08,115.01,165.61,165.27,120.75,283.14,23.98,133.16,79.47,139.53,22.29,183.85,223.15,502.96,47.31,100.67,84.70,211.16,287.18,324.30,183.99,259.96,573.34,128.71,76.96,128.91,350.94,80.06,45.33,52.87,287.42,555.57,186.38,227.05,1069.65,118.28,78.35,283.12,327.49,296.22,459.42,513.11,216.80,15.71,24.96,256.71,364.73,490.77,161.17,73.79,62.30,52.88,67.04,121.53,64.53,
2025-11-14,51.69,273.91,107.16,64.24,133.85,94.39,101.72,87.08,84.47,74.11,92.52,110.48,285.04,163.90,790.91,152.07,303.61,17.62,104.41,42.57,62.81,330.02,114.34,163.86,164.02,119.92,284.00,23.52,131.81,78.64,141.44,22.17,182.81,225.18,493.90,47.10,100.30,85.05,214.30,286.58,322.13,183.99,258.35,565.15,130.60,77.00,127.39,350.13,80.70,44.86,52.61,287.29,545.73,186.96,228.59,1057.94,116.84,77.75,279.07,326.23,295.49,458.00,508.94,211.15,15.73,24.96,258.51,357.18,479.48,158.73,73.09,60.48,52.37,66.03,122.50,63.42,
2025-11-17,49.71,273.65,103.51,63.93,132.06,91.91,97.42,85.70,81.01,72.58,91.81,106.77,279.13,161.44,775.56,150.33,300.37,17.12,104.21,41.12,61.89,325.75,112.27,159.45,163.64,114.02,263.95,22.44,131.43,75.53,138.42,21.56,180.87,225.35,488.95,45.47,98.19,83.42,209.21,287.28,318.60,179.04,257.87,557.93,124.34,77.10,122.72,350.02,80.71,43.92,51.48,284.51,536.85,181.06,224.83,1023.80,112.84,76.46,274.18,320.33,295.58,440.80,503.26,201.01,15.30,24.30,259.31,341.25,472.12,155.34,70.47,58.89,51.36,63.41,115.97,62.70,
2025-11-18,50.43,272.11,102.64,63.15,133.12,92.28,97.48,85.54,82.19,72.03,91.79,107.50,279.28,162.37,776.30,152.78,299.41,17.19,105.12,41.34,60.70,321.18,111.76,159.83,163.94,114.18,261.79,22.66,131.85,75.37,136.53,21.44,180.25,224.88,490.28,45.92,98.32,83.86,209.96,290.17,319.52,180.08,259.11,556.83,124.32,77.50,124.78,348.54,79.93,44.34,51.64,286.85,527.58,182.10,225.95,1019.14,113.20,77.07,272.78,320.02,296.57,442.81,504.37,200.04,15.35,24.18,258.64,340.66,470.16,155.78,71.22,57.64,51.26,63.27,114.30,61.34,
2025-11-19,51.16,267.02,103.56,62.66,132.18,92.64,97.41,86.02,83.11,72.03,91.17,107.51,272.49,161.65,785.99,153.65,303.27,17.35,105.30,41.48,60.11,324.12,109.40,162.29,165.80,117.50,257.29,22.92,130.74,74.76,138.65,21.44,177.13,222.93,490.80,46.80,99.83,84.16,209.93,285.06,317.37,182.97,254.29,559.59,127.20,76.69,126.01,344.17,78.81,44.65,52.02,285.47,530.36,182.63,224.62,1014.68,114.00,75.75,276.46,312.84,293.96,449.80,501.26,202.40,15.38,24.22,248.72,344.64,472.86,157.72,72.55,62.00,51.48,64.56,118.16,61.17,
2025-11-20,50.70,273.05,104.12,62.38,134.77,90.49,97.31,86.99,82.36,71.47,91.88,106.46,275.22,163.66,773.70,151.66,298.38,17.28,104.94,41.28,58.10,323.77,110.55,158.70,167.77,114.41,238.16,22.70,130.37,73.92,138.42,21.18,178.95,226.00,490.91,46.49,97.63,82.40,211.74,293.06,314.88,183.54,255.32,560.08,126.76,77.30,125.72,345.89,79.62,44.40,51.00,287.85,527.88,182.75,226.05,992.52,113.30,75.69,277.30,304.99,296.32,441.63,501.12,202.22,15.32,24.10,247.30,343.80,474.52,151.33,72.25,61.95,51.05,61.56,106.21,59.77,
2025-11-21,52.30,277.02,106.75,64.07,136.45,90.51,100.31,87.66,84.29,73.49,92.46,106.43,273.09,166.02,774.03,154.43,298.02,17.82,106.40,42.42,60.57,327.98,110.98,158.17,170.80,118.67,240.41,23.22,132.42,75.07,142.67,21.68,180.92,226.91,493.60,47.78,98.70,83.11,214.32,296.36,315.05,186.99,252.60,561.99,130.02,78.10,127.13,346.51,80.32,45.48,51.56,290.07,540.40,188.60,226.82,1014.72,114.36,75.96,288.82,311.34,298.29,447.56,504.04,207.87,15.88,24.91,251.41,352.89,479.65,152.99,74.62,61.95,51.61,61.05,107.30,60.84,
2025-11-24,52.79,271.76,107.19,64.41,136.64,90.52,100.45,88.44,84.56,72.80,91.94,108.07,275.68,166.71,790.71,152.90,298.00,17.89,107.20,42.33,60.56,329.30,110.38,162.83,170.58,117.85,255.97,23.81,133.27,75.19,141.42,22.03,179.59,225.08,489.24,47.75,99.69,84.66,212.37,291.92,317.52,188.52,254.50,556.60,130.10,77.53,128.75,344.70,79.25,45.50,51.93,290.84,537.85,187.58,226.02,1019.49,115.10,75.11,287.03,309.99,295.81,446.05,507.81,208.84,15.91,24.85,248.21,355.93,478.75,153.15,74.52,61.86,51.84,62.43,114.97,60.67,
2025-11-25,54.19,278.73,108.35,65.65,137.57,90.74,101.13,89.14,84.69,74.02,93.61,109.13,276.98,168.38,802.32,155.96,303.00,18.37,107.95,43.28,61.22,334.53,111.63,165.43,173.62,120.81,254.12,24.23,135.37,75.74,143.43,22.26,182.02,226.41,494.19,48.91,101.17,85.10,212.65,295.63,320.62,192.59,257.32,562.92,130.62,77.92,129.93,350.96,80.51,46.32,52.48,293.70,546.47,191.58,228.17,1029.77,116.09,75.01,291.98,314.04,297.77,452.82,508.57,214.45,16.18,25.42,250.24,362.64,485.67,154.54,76.51,63.69,52.46,63.17,115.57,60.76,
2025-11-28,54.10,277.27,108.25,65.77,137.03,92.73,102.38,90.92,84.82,75.76,93.92,112.10,281.46,167.59,826.04,157.30,313.08,18.38,107.87,43.46,62.69,334.44,110.31,169.66,174.48,122.31,272.82,24.45,134.73,76.56,146.42,22.59,183.45,228.79,498.83,49.05,103.60,85.85,212.98,295.49,321.00,190.72,258.17,563.72,131.85,77.69,131.34,353.92,80.43,46.50,53.65,292.86,550.53,190.22,228.16,1047.30,119.02,76.16,295.80,314.29,296.18,455.74,513.81,219.07,16.30,25.45,247.62,365.27,490.78,156.54,77.36,66.80,53.25,65.02,128.49,61.47,
2025-12-01,54.58,277.13,108.22,66.20,135.50,92.69,101.59,89.36,84.45,76.24,93.16,111.81,278.99,166.03,810.86,156.94,308.92,18.62,106.40,43.77,62.58,330.39,109.55,168.47,174.20,122.19,259.84,24.66,132.53,76.31,146.35,22.54,184.00,227.82,495.27,49.41,102.68,85.40,210.00,293.76,320.79,192.40,255.28,559.66,131.39,72.98,130.98,351.17,81.18,46.57,53.24,290.50,543.97,190.22,225.43,1039.94,118.12,76.61,296.27,312.09,293.88,454.91,508.55,220.37,16.54,25.33,246.10,360.31,487.24,155.83,78.05,64.35,52.79,63.54,123.24,62.69,
2025-12-02,54.66,278.28,107.85,66.80,135.10,92.07,102.47,88.51,84.32,78.69,92.69,112.08,277.49,163.77,815.21,155.36,307.88,18.28,106.31,43.73,62.90,329.62,108.83,169.09,172.68,122.68,263.26,24.24,131.15,76.27,146.74,22.42,183.36,228.76,491.21,49.68,103.19,86.32,208.91,295.95,315.69,192.05,254.35,547.29,132.08,72.80,130.43,345.70,79.84,46.48,53.19,288.52,545.91,190.98,221.37,1038.62,119.02,76.95,294.95,312.21,294.50,456.79,506.65,224.00,16.56,25.41,244.22,360.70,487.84,155.64,78.88,60.11,52.76,63.59,125.95,63.24,
2025-12-03,55.68,279.15,109.57,65.66,133.04,93.99,105.05,88.32,85.94,79.96,92.72,113.09,274.34,162.83,836.57,156.85,312.13,18.75,105.75,44.93,61.24,329.61,109.04,173.72,176.13,126.48,276.92,24.39,130.82,77.51,151.52,23.01,183.87,227.18,499.88,50.93,106.72,89.35,208.62,296.21,316.53,198.00,253.90,545.56,134.50,71.65,132.16,344.45,79.65,47.42,54.09,284.27,553.73,195.63,222.33,1079.87,120.90,77.07,299.89,314.03,295.05,470.11,503.60,227.24,17.04,26.20,245.36,368.13,492.01,158.79,79.15,61.11,53.43,64.96,133.64,66.95,
2025-12-04,55.88,278.92,110.25,65.56,131.86,95.03,105.79,90.29,85.93,79.74,92.39,113.95,273.19,163.01,837.83,159.11,316.10,19.11,104.49,45.46,61.73,327.10,109.24,174.89,180.34,128.43,274.05,25.21,130.82,78.03,151.39,23.14,183.20,227.09,496.99,51.37,107.79,90.21,206.37,299.78,320.00,198.27,254.92,540.85,136.75,70.87,133.21,347.71,79.64,47.54,54.16,282.85,542.31,195.57,224.27,1075.58,121.87,77.28,297.39,313.71,294.64,474.11,503.23,229.71,17.10,26.41,245.41,371.15,489.48,162.60,80.40,62.19,53.56,65.95,137.08,66.06,
2025-12-05,55.46,290.63,111.68,66.66,129.43,93.82,106.58,90.22,87.52,78.85,91.72,114.02,270.87,162.30,854.56,157.82,315.04,19.26,102.82,45.42,62.28,331.24,109.28,176.51,181.71,129.42,269.73,26.24,131.37,78.66,152.15,23.40,181.82,222.89,498.52,51.26,108.88,89.83,202.27,296.46,320.70,197.86,252.76,538.26,138.13,66.72,133.21,345.20,78.37,47.53,53.95,280.89,545.52,195.11,222.87,1072.16,123.61,77.03,310.64,309.97,295.00,477.06,504.34,230.68,16.90,26.28,239.71,370.35,496.50,163.13,80.36,61.11,53.58,64.50,131.95,66.28,
