date,cfg_price,fds_price,pru_price,fis_price,hig_price,schw_price,trow_price,ndaq_price,pfg_price,gpn_price,acgl_price,bk_price,cme_price,cinf_price,gs_price,ice_price,jpm_price,key_price,l_price,fitb_price,pypl_price,v_price,afl_price,ms_price,jkhy_price,kkr_price,coin_price,ivz_price,gl_price,met_price,bx_price,ben_price,mmc_price,pgr_price,spgi_price,usb_price,c_price,wfc_price,all_price,erie_price,wtw_price,pnc_price,cboe_price,msci_price,apo_price,wrb_price,ntrs_price,aon_price,bro_price,tfc_price,bac_price,trv_price,ma_price,mtb_price,aiz_price,blk_price,stt_price,aig_price,cpay_price,eg_price,cb_price,amp_price,brk_b_price,cof_price,hban_price,rf_price,ajg_price,axp_price,mco_price,rjf_price,syf_price,xyz_price,xlf_calculated_price,ibkr_price,hood_price,fisv_price,ares_price
2025-12-08,55.76,286.89,111.33,65.88,129.73,94.28,104.52,89.80,86.88,77.91,90.94,114.44,270.42,161.30,866.69,157.03,315.21,19.39,101.41,45.22,61.12,326.84,108.06,176.83,180.99,130.24,274.20,25.81,133.02,78.08,151.37,23.12,181.60,223.16,492.10,51.41,108.92,90.06,200.87,280.81,320.37,197.65,253.22,536.90,137.38,66.61,133.49,343.39,77.64,47.70,53.90,279.87,540.44,195.90,221.76,1062.02,124.07,76.31,303.70,308.40,297.23,476.73,497.23,230.59,16.94,26.34,237.85,362.28,487.13,164.19,79.78,61.04,53.37,65.81,136.43,65.73,
2025-12-09,55.94,287.56,111.68,65.17,130.04,94.16,105.37,90.72,88.21,77.50,91.92,115.93,270.12,161.49,876.58,158.01,300.51,19.98,102.56,45.18,60.78,326.50,108.02,178.83,180.17,135.78,277.36,26.54,133.09,77.82,156.02,23.46,181.26,226.35,490.73,51.57,109.43,88.89,201.05,277.40,322.22,202.15,253.02,537.22,143.89,66.94,133.38,346.19,78.41,47.92,53.54,279.16,537.55,197.66,222.40,1071.31,126.16,76.42,300.28,310.56,301.22,478.21,491.43,230.81,16.99,26.44,239.91,363.91,486.37,164.93,81.01,61.57,53.16,65.56,135.71,66.21,
2025-12-10,58.46,288.20,114.76,66.60,130.24,95.81,103.56,91.92,90.23,80.34,91.77,118.38,266.33,162.62,889.24,160.38,310.11,20.52,102.61,47.55,61.16,325.73,107.19,179.71,184.92,141.54,275.09,26.93,134.91,79.82,156.60,23.31,180.93,222.81,491.32,53.56,111.09,90.69,201.19,275.00,315.00,206.97,249.06,538.19,149.08,67.59,137.58,340.05,77.51,49.56,54.08,278.35,538.86,204.60,222.96,1083.36,128.92,81.08,311.57,315.47,296.54,497.26,490.43,237.76,17.56,27.38,240.45,375.57,479.99,166.94,84.55,63.29,53.76,66.67,135.66,66.57,
2025-12-11,58.35,291.55,117.05,67.24,135.29,97.05,104.96,93.85,91.54,81.92,93.64,118.68,272.41,165.02,911.03,163.10,317.38,20.69,104.65,48.39,61.69,345.63,108.85,180.29,187.18,142.77,269.02,27.00,139.04,82.25,154.11,23.47,183.47,230.44,497.56,53.58,111.74,92.59,206.82,278.96,325.58,211.49,251.10,549.61,150.33,69.34,140.09,347.40,79.55,49.70,54.56,282.88,563.37,205.75,228.02,1101.84,129.60,82.85,316.30,324.38,305.98,498.61,495.85,239.29,17.91,27.84,247.62,384.89,485.51,163.91,85.66,63.61,54.80,66.06,123.38,68.16,176.87
2025-12-12,58.39,292.47,116.96,67.11,135.30,96.65,104.90,93.57,89.94,82.05,93.92,117.03,273.55,165.86,887.96,163.21,318.52,20.66,104.31,48.15,61.66,347.83,110.05,178.41,187.50,136.60,267.46,26.26,139.46,82.16,151.18,23.48,186.21,234.85,501.03,53.42,111.80,92.76,207.18,287.33,326.93,210.59,253.02,551.09,148.05,69.33,138.52,353.79,81.62,49.89,55.14,285.31,571.93,203.84,229.30,1089.09,127.67,84.90,316.09,327.16,308.47,493.63,499.52,237.87,17.82,27.60,255.38,382.56,486.60,163.85,84.22,64.75,54.86,64.15,119.50,68.75,173.78
2025-12-15,58.44,292.03,117.60,66.61,138.67,95.28,103.62,92.93,90.63,81.63,95.72,116.96,272.18,167.07,889.59,161.40,320.02,20.46,105.41,47.83,60.74,346.89,111.50,177.79,187.65,134.81,250.42,26.04,140.65,82.61,150.34,23.62,187.30,236.36,499.63,53.71,112.80,92.90,211.94,287.04,330.77,210.89,246.75,553.51,146.83,69.10,139.62,354.10,82.33,49.74,55.33,290.59,569.13,204.71,233.26,1082.16,128.95,86.30,312.16,328.61,312.61,491.49,506.38,239.81,17.74,27.39,256.19,382.57,487.50,162.83,83.21,64.02,54.92,62.87,115.26,68.97,172.68
2025-12-22,59.88,290.94,114.84,66.89,139.55,101.41,104.80,97.46,89.24,81.29,97.12,117.26,273.20,166.96,899.00,161.45,323.09,21.21,108.08,48.22,59.86,352.09,110.05,179.76,185.33,131.42,247.90,27.34,142.53,81.35,155.83,24.59,185.51,227.36,521.90,54.87,118.09,94.28,208.28,286.15,332.40,212.90,251.83,576.64,148.89,70.22,140.26,355.46,80.37,50.56,55.88,291.64,575.70,206.82,241.51,1088.21,130.87,86.43,313.97,335.66,310.95,495.92,499.95,246.77,17.92,27.82,258.25,380.85,509.65,166.00,85.85,65.15,55.26,65.80,122.37,68.62,170.29
2025-12-23,59.51,290.88,114.18,66.80,139.08,101.18,104.03,98.01,89.52,80.19,96.96,117.22,275.53,165.78,901.71,161.95,325.93,21.05,107.51,48.10,59.41,353.38,110.72,179.50,185.31,131.00,242.30,27.09,142.37,80.91,155.16,24.19,185.90,227.89,525.14,54.49,119.40,94.47,209.55,283.78,332.30,211.95,254.76,581.30,148.37,70.23,140.19,355.87,79.96,50.49,55.97,292.46,576.35,206.42,241.25,1086.55,130.70,86.59,309.77,337.04,313.30,498.38,500.51,247.60,17.73,27.55,258.70,382.19,515.39,165.77,85.57,64.94,55.35,65.96,120.24,67.72,168.74
2025-12-24,59.86,290.09,114.55,67.17,139.72,101.85,104.68,98.64,89.59,81.19,96.40,118.22,276.38,165.87,910.78,162.63,329.17,21.14,107.33,48.22,60.04,355.14,110.62,181.65,185.18,130.78,239.73,27.21,143.50,81.05,155.57,24.18,187.60,227.66,525.74,54.94,121.56,95.30,209.05,284.00,334.52,213.48,255.96,581.75,148.85,70.64,140.70,356.65,80.82,50.74,56.25,293.84,579.45,207.24,241.89,1088.96,132.22,86.52,311.57,336.21,313.32,500.97,501.34,248.27,17.74,27.73,260.77,383.11,517.28,165.80,86.06,66.05,55.85,65.98,120.44,67.95,169.06
2025-07-18,48.58,432.32,103.27,80.33,122.86,95.80,105.77,89.37,81.06,81.93,88.35,98.84,274.70,150.73,708.26,180.72,291.27,18.50,92.38,43.03,74.17,349.05,101.83,140.83,178.64,145.98,419.78,19.92,122.09,77.15,168.72,24.60,212.28,246.41,524.38,45.69,93.45,80.64,194.08,353.32,308.28,196.52,238.62,577.94,152.00,68.75,127.93,356.11,103.84,44.25,47.32,265.97,552.66,196.19,188.07,1103.59,108.51,81.21,332.02,333.07,274.13,544.55,473.80,218.28,16.71,26.01,313.14,307.95,499.90,160.66,70.04,,,,,,
2025-12-26,59.83,292.13,113.97,67.19,138.67,101.89,104.75,99.35,89.38,80.35,95.87,117.47,276.73,164.79,907.04,163.52,327.91,21.19,106.40,48.41,59.97,355.00,109.90,181.87,186.13,130.41,236.90,26.96,142.21,80.30,155.41,24.19,187.00,227.13,529.45,54.99,120.42,95.26,207.80,282.40,334.60,213.89,256.15,584.99,148.52,70.57,140.14,356.65,80.78,50.61,56.17,292.12,579.60,207.28,240.13,1088.11,132.28,86.48,310.18,337.53,313.47,501.83,498.30,249.32,17.74,27.79,261.48,381.05,520.04,165.30,86.01,66.27,55.52,66.16,118.13,67.50,168.73
